0	Index      	 *	Score 	Summary	Detail	
1	23122 43551	 * 	191.03	DCR|3VULN|2DMG|1AART|1ZMB|1SELL	1MLV|289VULN|3SELL|4aDMG|5ZMB|6RCR|7AART
654	31163 53613	   	162.57	ACR|2VULN|2DMG|1ZMB|1ASPD	1RCR|26DUST|3ASPD|47VULN|5ZMB|89DMG|aFEWX
655	31514 13214	   	162.57	ACR|2VULN|2DMG|1ZMB|1DUR	1RCR|2DUST|3FEWX|4aDMG|58VULN|6BASICY|7ZMB|9DUR
656	53422 31336	   	162.55	ACR|3VULN|1DMG|1CDMG|1ZMB	1ERES|2TLV|3RCR|4CDMG|5ZMB|6FEWX|7DMG|89aVULN
657	35363 43231	   	162.55	ACR|2DMG|1AART|1VULN|1ZMB	1RCR|27ERES|37LHND|4VULN|5ZMB|67DMG|7BPWR|8AART|9BASHEA|aLWND
658	35363 43232	   	162.55	ACR|2DMG|1AART|1VULN|1ZMB	1RCR|27ERES|37aLHND|4VULN|5ZMB|67DMG|7BPWR|8AART|9BASHEA
659	35363 43233	   	162.55	ACR|2DMG|1AART|1VULN|1ZMB	1RCR|27ERES|37LHND|4VULN|5ZMB|67DMG|7BPWR|8AART|9BASHEA|aLIT
660	33411 32116	   	162.55	ACR|2DMG|1AART|1VULN|1ZMB	1RCR|237LIT|46DUST|56DMG|6BPWR|8AART|9ZMB|aVULN
661	62423 62424	   	162.53	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2MBVNT|3FEWX|4LHND|5RCR|6CDMG|7aDMG|8AART|9VULN
662	62433 62424	   	162.53	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2MBVNT|3FEWX|4LWND|5RCR|6CDMG|7aDMG|8AART|9VULN
663	62463 62421	   	162.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3FEWX|49VULN|5RCR|6CDMG|7DMG|8AART|aLIT
664	62463 62422	   	162.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3FEWX|49VULN|5RCR|6CDMG|7DMG|8AART|aBEXP
665	62463 62423	   	162.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3FEWX|49VULN|5RCR|6CDMG|7DMG|8AART|aMLV
666	62463 62424	   	162.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3FEWX|49VULN|5RCR|6CDMG|7DMG|8AART|aLWND
667	34223 22612	 * 	162.51	ACR|3DMG|1VULN|3ASPD|1SELL	1RCR|2SELL|3ERES|469DMG|568ASPD|6BPWR|7LHND|aVULN
668	35123 22612	 * 	162.51	ACR|3DMG|1VULN|3ASPD|1SELL	1RCR|2ERES|3SELL|469DMG|568ASPD|6BPWR|7LHND|aVULN
669	31314 18316	 * 	162.48	ACR|2VULN|1AART|2FLTHEA|2DUR	1RCR|29DUST|3RPLT|47DUR|59FLTHEA|6MBVNT|89VULN|9BPWR|aAART
670	62331 43536	 * 	162.45	DCR|3VULN|2DMG|2DUR|1SELL	1aDUR|2MBVNT|3RPLT|49aVULN|5aDMG|6LEGI|7SELL|8RCR|aBPWR
671	31514 13361	   	162.45	ACR|2VULN|1AART|1DMG|1ZMB	1RCR|2DUST|3FEWX|4DMG|59VULN|6BASICY|7ZMB|8AART|aRCVC
672	35324 33136	   	162.45	ACR|2VULN|1AART|2CDMG|1ZMB	1RCR|2ERES|3LHND|4aCDMG|5ZMB|6CGEN|79VULN|8AART
673	62463 62413	   	162.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3FEWX|4aVULN|5RCR|6CDMG|7DMG|8AART|9ERES
674	34223 31266	   	162.43	ACR|2VULN|2DMG|1ZMB|1ASPD|1SELL	1RCR|2SELL|3ERES|47DMG|5ASPD|6LWND|8aVULN|9ZMB
675	35123 31266	   	162.43	ACR|2VULN|2DMG|1ZMB|1ASPD|1SELL	1RCR|2ERES|3SELL|47DMG|5ASPD|6LWND|8aVULN|9ZMB
676	23222 26461	   	162.38	DCR|3VULN|1AART|1DMG	1MLV|29aVULN|3LSRREG|4LSRHEA|5LEGI|6RCR|7AART|8DMG
677	31514 13363	   	162.35	ACR|2VULN|1AART|1DMG|1ZMB	1RCR|2DUST|3FEWX|4DMG|59VULN|6BASICY|7ZMB|8AART|aERES
678	34222 23245	   	162.34	ACR|2DMG|1VULN|2ZMB|1CDMG|1DUR|1SELL	1RCR|2SELL|3ERES|46DMG|56ZMB|6BPWR|7DUST|8VULN|9DUR|aCDMG
679	35122 23245	   	162.34	ACR|2DMG|1VULN|2ZMB|1CDMG|1DUR|1SELL	1RCR|2ERES|3SELL|46DMG|56ZMB|6BPWR|7DUST|8VULN|9DUR|aCDMG
680	23223 54126	 * 	162.32	DCR|2VULN|2AART|1DMG|1CDMG	1MLV|25VULN|3LSRREG|4LSRHEA|6DMG|78AART|9CDMG|aRCR
681	23123 41365	   	162.31	DCR|3DMG|1VULN|1ZMB|1DUR|1ASPD|1SELL	1MLV|2VULN|3SELL|47aDMG|5ASPD|6RCR|8DUR|9ZMB
682	34235 42132	   	162.30	ACR|2VULN|1AART|1DMG|1ZMB|1SELL	1RCR|2SELL|3ERES|4LHND|5DMG|6MLV|79VULN|8AART|aZMB
683	35135 42132	   	162.30	ACR|2VULN|1AART|1DMG|1ZMB|1SELL	1RCR|2ERES|3SELL|4LHND|5DMG|6MLV|79VULN|8AART|aZMB
684	35352 22331	   	162.19	ACR|2VULN|2AART|1DMG	1RCR|2ERES|3LHND|4DUST|58VULN|6TLV|7DMG|9aAART
685	33431 13421	   	162.18	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCR|23LIT|4DUR|5DMG|6CDMG|7AART|8ASPD|9BELT|aVULN
686	33431 25141	   	162.18	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCR|23LIT|4DUR|5DMG|6ASPD|7AART|8VULN|9CGEN|aCDMG
687	33431 25151	   	162.18	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCR|23LIT|4DUR|5DMG|6ASPD|7AART|8VULN|9RMIN|aCDMG
688	23123 23535	   	162.17	DCR|3VULN|1AART|1DMG|1ASPD|1SELL	1MLV|28aVULN|3SELL|4DMG|5ASPD|6LWND|7AART|9RCR
689	23123 33535	   	162.17	DCR|3VULN|1AART|1DMG|1ASPD|1SELL	1MLV|28aVULN|3SELL|4DMG|5ASPD|6FEWX|7AART|9RCR
690	31233 53234	   	162.08	ACR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1RCR|2DUST|3CDMG|4DUR|5LSRICY|6CGEN|7AART|8DMG|9ASPD|aVULN
691	33431 25111	   	162.08	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCR|23LIT|4DUR|5DMG|6ASPD|7AART|8VULN|9ERES|aCDMG
692	35333 42361	   	162.05	ACR|2DMG|1AART|1VULN|1ZMB	1RCR|28ERES|38LHND|4ZMB|57BEXP|68DMG|8BPWR|9AART|aVULN
693	35522 33263	 * 	161.96	ACR|2VULN|2CDMG|1DMG|2ZMB	1RCR|2ERES|37CDMG|4DMG|59ZMB|6LWND|8aVULN
694	35363 42332	   	161.95	ACR|2VULN|1AART|1DMG|1ZMB	1RCR|2ERES|3LHND|48VULN|5ZMB|6DMG|7BEXP|9AART|aLIT
695	35363 42333	   	161.95	ACR|2VULN|1AART|1DMG|1ZMB	1RCR|2ERES|3LHND|48VULN|5ZMB|6DMG|7BEXP|9AART|aMLV
696	62411 81484	   	161.90	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1DUR|2MBVNT|3FEWX|4aDMG|5AART|6RCR|7TLV|8ASPD|9VULN
697	31231 22634	   	161.87	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCR|2DUST|3CDMG|4DUR|56VULN|7MLV|8LHND|9ZMB|aAART
698	35522 23253	   	161.86	ACR|2VULN|1DMG|2CDMG|2ZMB	1RCR|26ERES|39CDMG|4DMG|56ZMB|6BPWR|7DUST|8aVULN
699	35363 52332	   	161.85	ACR|2VULN|1AART|1DMG|1ZMB	1RCR|2ERES|3LHND|48VULN|5ZMB|6DUST|7DMG|9AART|aLIT
700	35363 52333	   	161.85	ACR|2VULN|1AART|1DMG|1ZMB	1RCR|2ERES|3LHND|48VULN|5ZMB|6DUST|7DMG|9AART|aMLV
701	23122 43311	 * 	161.84	DCR|2VULN|1AART|1DMG|2ZMB|1SELL	1aMLV|2aVULN|3SELL|4DMG|58ZMB|6RCR|7AART|9aCGEN|aBPWR
702	62135 33127	   	161.82	ACR|2VULN|1AART|2CDMG|2DUR|1ASPD	1aDUR|2MBVNT|3ASPD|4aCDMG|5RCR|6LWND|7AART|8LHND|9aVULN|aBPWR
703	62135 33724	   	161.82	ACR|2DMG|1AART|2CDMG|2DUR|1ASPD	1aDUR|2MBVNT|3ASPD|4aCDMG|5RCR|6LWND|7AART|8CGEN|9aDMG|aBPWR
704	35362 21511	   	161.81	ACR|4VULN|1ZMB|1DUR|1ASPD	1RCR|2ERES|36LHND|4567VULN|6BPWR|8DUR|9ASPD|aZMB
705	34623 13221	   	161.80	ACR|2DMG|1AART|2CDMG|1ZMB|1SELL	1RCR|2SELL|3DMSP|48DMG|58CDMG|6LEGI|78MGNSTR|8BPWR|9AART|aZMB
706	31231 25534	   	161.77	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCR|2DUST|3CDMG|4DUR|56VULN|7ERES|8LWND|9ZMB|aAART
707	31232 41534	   	161.77	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCR|2DUST|3CDMG|4DUR|5ERES|67VULN|8LWND|9ZMB|aAART
708	31514 21335	   	161.75	ACR|2VULN|1AART|1DMG|1ZMB	1RCR|2DUST|3FEWX|4DMG|58VULN|6TLV|7ERES|9AART|aZMB
709	31542 22335	   	161.75	ACR|2VULN|1AART|1DMG|1ZMB	1RCR|2DUST|3FEWX|4ERES|58VULN|6TLV|7DMG|9AART|aZMB
710	35352 22335	   	161.75	ACR|2VULN|1AART|1DMG|1ZMB	1RCR|2ERES|3LHND|4DUST|58VULN|6TLV|7DMG|9AART|aZMB
711	31162 33341	   	161.71	ACR|4VULN|1ZMB|1DUR|1ASPD	1RCR|2DUST|3ASPD|4579VULN|6CGEN|8DUR|aZMB
712	31162 53341	   	161.71	ACR|4VULN|1ZMB|1ASPD|1DUR	1RCR|2DUST|3ASPD|4579VULN|6RMIN|8DUR|aZMB
713	34222 42352	   	161.70	ACR|2VULN|1AART|1DMG|1ZMB|1SELL	1RCR|2SELL|3ERES|4DMG|5ZMB|6RMIN|78VULN|9AART|aRCVC
714	34222 42353	   	161.70	ACR|2VULN|1AART|1DMG|1ZMB|1SELL	1RCR|2SELL|3ERES|4DMG|5ZMB|6RMIN|78VULN|9AART|aLIT
715	35122 42352	   	161.70	ACR|2VULN|1AART|1DMG|1ZMB|1SELL	1RCR|2ERES|3SELL|4DMG|5ZMB|6RMIN|78VULN|9AART|aRCVC
716	35122 42353	   	161.70	ACR|2VULN|1AART|1DMG|1ZMB|1SELL	1RCR|2ERES|3SELL|4DMG|5ZMB|6RMIN|78VULN|9AART|aLIT
717	33121 32352	 * 	161.69	ACR|3DMG|1AART|2ZMB	1RCR|246LIT|3LEGI|56aDMG|6aBPWR|7aFEWX|8aZMB|9AART
718	33121 34352	   	161.69	ACR|3DMG|1AART|2ZMB	1RCR|246LIT|3LEGI|56aDMG|6aBPWR|7aBEXP|8aZMB|9AART
719	33225 25352	   	161.69	ACR|3DMG|1AART|2ZMB	1RCR|247LIT|3aLHND|57DUST|67aDMG|7aBPWR|8aZMB|9AART
720	31134 53263	 * 	161.67	ACR|3ZMB|1AART|1VULN|1CDMG|1ASPD	1RCR|2DUST|3ASPD|4CDMG|589ZMB|6LHND|7VULN|aAART
721	35326 13263	   	161.67	ACR|3ZMB|1AART|1VULN|1CDMG|1DUR	1RCR|2ERES|3LHND|4CDMG|5DUR|689ZMB|7VULN|aAART
722	23122 43562	 * 	161.64	DCR|2VULN|1AART|1DMG|2ZMB|1SELL	1MLV|28VULN|3SELL|4DMG|5aZMB|6RCR|7AART|9FEWX
723	23122 43341	 * 	161.64	DCR|2DMG|1AART|1VULN|2ZMB|1SELL	19MLV|2VULN|3SELL|4aDMG|58ZMB|6RCR|7AART
724	23122 43343	 * 	161.64	DCR|2VULN|1AART|1DMG|2ZMB|1SELL	19MLV|2aVULN|3SELL|4DMG|58ZMB|6RCR|7AART
725	23122 43354	 * 	161.64	DCR|2VULN|1AART|1DMG|2ZMB|1SELL	1MLV|29VULN|3SELL|4DMG|58ZMB|6RCR|7AART|aLWND
726	23122 43356	 * 	161.64	DCR|2VULN|1AART|1DMG|2ZMB|1SELL	1MLV|29VULN|3SELL|4DMG|58ZMB|6RCR|7AART|aRMIN
727	23122 43365	 * 	161.64	DCR|2VULN|1AART|1DMG|2ZMB|1SELL	1MLV|2aVULN|3SELL|4DMG|58ZMB|6RCR|7AART|9FEWX
728	34222 42351	   	161.60	ACR|2VULN|1AART|1DMG|1ZMB|1SELL	1RCR|2SELL|3ERES|4DMG|5ZMB|6RMIN|78VULN|9AART|aLSRREG
729	35122 42351	   	161.60	ACR|2VULN|1AART|1DMG|1ZMB|1SELL	1RCR|2ERES|3SELL|4DMG|5ZMB|6RMIN|78VULN|9AART|aLSRREG
730	35362 22263	   	161.59	ACR|4VULN|1CDMG|1ZMB	1RCR|2ERES|36LHND|456aVULN|6BPWR|7CGEN|8ZMB|9CDMG
731	33221 35525	   	161.55	ACR|2DMG|1AART|1VULN|1ZMB	1RCR|24LIT|36LHND|56DMG|6BPWR|7VULN|8ZMB|9LWND|aAART
732	33231 35525	   	161.55	ACR|2DMG|1AART|1VULN|1ZMB	1RCR|2LIT|346LHND|56DMG|6BPWR|7VULN|8ZMB|9LWND|aAART
733	23122 43532	 * 	161.54	DCR|2VULN|1AART|1DMG|2ZMB|1SELL	1MLV|28VULN|3SELL|4DMG|5aZMB|6RCR|7AART|9DUST
734	23122 43335	 * 	161.54	DCR|2VULN|1AART|1DMG|2ZMB|1SELL	1MLV|2aVULN|3SELL|4DMG|58ZMB|6RCR|7AART|9DUST
735	23122 43352	 * 	161.54	DCR|2VULN|1AART|1DMG|2ZMB|1SELL	1MLV|29VULN|3SELL|4DMG|58ZMB|6RCR|7AART|aMBVNT
736	23122 43355	 * 	161.54	DCR|2VULN|1AART|1DMG|2ZMB|1SELL	1MLV|29VULN|3SELL|4DMG|58ZMB|6RCR|7AART|aERES
737	33125 25352	   	161.49	ACR|3DMG|1AART|2ZMB	1RCR|247LIT|3LEGI|57aDUST|67aDMG|7aBPWR|8aZMB|9AART
738	31311 43611	   	161.48	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCR|2DUST|3RPLT|4DUR|5DMG|6ASPD|7CDMG|8AART|9LIT|aVULN
739	62135 33824	   	161.46	ACR|2DMG|2AART|1CDMG|1ASPD|1DUR	1DUR|2MBVNT|3ASPD|4CDMG|5RCR|6LWND|7aAART|89DMG
740	33121 34254	   	161.45	ACR|2DMG|1AART|1VULN|1ZMB	1RCR|246LIT|3LEGI|56DMG|6BPWR|7BEXP|8VULN|9ZMB|aAART
741	35543 22232	 * 	161.44	ACR|1AART|1VULN|1FLTHEA|1CDMG|1ZMB|1ASPD	1RCR|2ERES|3CDMG|4AART|5CGEN|6VULN|7DUST|8FLTHEA|9ASPD|aZMB
742	35366 13213	   	161.39	ACR|4VULN|1CDMG|1ZMB	1RCR|29ERES|3LHND|478aVULN|5CDMG|6ZMB
743	31135 13661	   	161.38	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCR|2DUST|3ASPD|4CDMG|5DMG|6FEWX|7VULN|8AART|9SNIHEL|aDUR
744	33431 32145	 * 	161.38	ACR|2DMG|1AART|3DUR|1CDMG	1RCR|237LIT|46aDUR|56DMG|6BPWR|8AART|9CDMG
745	35363 32226	   	161.35	ACR|2VULN|1AART|1DMG|1ZMB	1RCR|2ERES|3LHND|48VULN|5ZMB|6LWND|7DMG|9CGEN|aAART
746	31622 43261	   	161.34	ACR|4VULN|1AART	1RCR|27DUST|36CGEN|47LWND|579aVULN|7BPWR|8AART
747	31166 53323	   	161.28	ACR|2VULN|1DMG|2ASPD|1CDMG|1DUR	1RCR|2DUST|3aASPD|47VULN|5CDMG|6DMG|8DUR|9MLV
748	31135 33116	   	161.28	ACR|2VULN|1DMG|2ASPD|1CDMG|1DUR	1RCR|2DUST|3aASPD|4CDMG|5DMG|6DUR|79VULN|8LIT
749	31135 41363	   	161.28	ACR|2DMG|1VULN|2ASPD|1CDMG|1DUR	1RCR|2DUST|3aASPD|4CDMG|57DMG|6MLV|8DUR|9VULN
750	31136 41235	   	161.28	ACR|2VULN|1DMG|2ASPD|1CDMG|1DUR	1RCR|2DUST|38ASPD|4CDMG|5DUR|67VULN|9RMIN|aDMG
751	31134 33115	   	161.26	ACR|3VULN|1CDMG|1ZMB|1DUR|1ASPD	1RCR|2DUST|3ASPD|4CDMG|5ZMB|6DUR|79aVULN|8LIT
752	31136 13115	   	161.26	ACR|3VULN|1CDMG|1ZMB|1DUR|1ASPD	1RCR|2DUST|3ASPD|4CDMG|5DUR|6ZMB|79aVULN|8LIT
753	31514 13235	   	161.25	ACR|2VULN|1AART|1DMG|1ZMB	1RCR|2DUST|3FEWX|4DMG|58VULN|6BASICY|7ZMB|9RPLT|aAART
754	62135 32427	   	161.22	ACR|2VULN|1AART|2CDMG|2DUR|1ASPD	1aDUR|2MBVNT|3ASPD|4aCDMG|5RCR|6LWND|7FEWX|8AART|9aVULN|aBPWR
755	31135 61363	   	161.18	ACR|2DMG|1VULN|2ASPD|1CDMG|1DUR	1RCR|2DUST|3aASPD|4CDMG|57DMG|6TLV|8DUR|9VULN
756	31166 53313	   	161.18	ACR|2VULN|1DMG|2ASPD|1CDMG|1DUR	1RCR|2DUST|3aASPD|47VULN|5CDMG|6DMG|8DUR|9ERES
757	12135 54227	   	161.11	ACR|2VULN|1AART|3ASPD|2CDMG	1aDUST|2MBVNT|378ASPD|4aCDMG|5RCR|6aVULN|9AART|aBPWR
758	33431 22322	   	161.08	ACR|2DMG|1VULN|2CDMG|1ASPD|1DUR	1RCR|23LIT|4DUR|58DMG|6ASPD|79CDMG|aVULN
759	34223 23245	   	161.04	ACR|2DMG|1VULN|2ASPD|1CDMG|1DUR|1SELL	1RCR|2SELL|3ERES|46DMG|56ASPD|6BPWR|7DUST|8VULN|9DUR|aCDMG
760	35123 23245	   	161.04	ACR|2DMG|1VULN|2ASPD|1CDMG|1DUR|1SELL	1RCR|2ERES|3SELL|46DMG|56ASPD|6BPWR|7DUST|8VULN|9DUR|aCDMG
