0	Index      	 *	Score 	Summary	Detail	
1	54311 13224	 * 	188.58	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD|1DUR|1SELL	1CDMG|2ASPD|3RCR|478VULN|5SELL|6DMG|9DUR|aAART
645	26311 51411	 * 	162.46	DCR|2VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1LHND|2FLTHEA|3LWND|4CDMG|5DMG|6DUR|79VULN|8RCR|aZMB
646	15361 12111	   	162.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2DLOT|3RCR|4DMG|5AART|6DUR|7VULN|8CDMG|9ZMB|aDUST
647	15361 12113	   	162.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2DLOT|3RCR|4DMG|5AART|6DUR|7VULN|8CDMG|9ZMB|aERES
648	15361 12116	   	162.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2DLOT|3RCR|4DMG|5AART|6DUR|7VULN|8CDMG|9ZMB|aAIRHEL
649	15361 23113	   	162.42	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2DLOT|3RCR|4DMG|5AART|6ASPD|7LIT|8aVULN|9DUR
650	15361 23243	   	162.42	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2DLOT|3RCR|4DMG|5AART|6ASPD|7LIT|8DUR|9aVULN
651	42322 22264	   	162.42	ACR|2AART|2VULN|1CDMG|1ASPD	1LWND|29AART|3RCR|4LHND|5CDMG|6ASPD|7aVULN|8BEXP
652	42332 22241	   	162.42	ACR|2AART|2VULN|1CDMG|1ASPD	1LWND|2aAART|3RCR|4FEWX|5CDMG|6ASPD|79VULN|8BEXP
653	42332 33634	   	162.42	ACR|2AART|2VULN|1CDMG|1DUR	1LWND|26AART|3RCR|4FEWX|5CDMG|7DUR|8CGEN|9aVULN
654	51413 33331	   	162.38	DCR|3VULN|1AART|2CDMG	15CDMG|2TLV|3LHND|489VULN|6RCR|7AART|aDUST
655	51413 33333	   	162.38	DCR|3VULN|1AART|2CDMG	15CDMG|2TLV|3LHND|489VULN|6RCR|7AART|aERES
656	51643 33331	   	162.38	DCR|3VULN|1AART|2CDMG	15CDMG|2TLV|389VULN|4LHND|6RCR|7AART|aDUST
657	51643 33333	   	162.38	DCR|3VULN|1AART|2CDMG	15CDMG|2TLV|389VULN|4LHND|6RCR|7AART|aERES
658	51413 33132	 * 	162.35	DCR|2AART|1VULN|1DMG|2CDMG	15CDMG|2TLV|3LHND|4VULN|6RCR|7aAART|8DMG|9RCVC
659	51643 33132	   	162.35	DCR|2AART|1VULN|1DMG|2CDMG	15CDMG|2TLV|3VULN|4LHND|6RCR|7aAART|8DMG|9RCVC
660	54312 11352	   	162.32	ACR|2VULN|3CDMG|1DMG|1ASPD|1DUR	156CDMG|2ASPD|3RCR|4aVULN|7RPLT|8DUR|9DMG
661	54312 33413	   	162.32	ACR|2VULN|3CDMG|1DMG|1ASPD|1DUR	158CDMG|2ASPD|3RCR|47VULN|6RMIN|9DUR|aDMG
662	54353 13111	   	162.29	ACR|2DMG|3CDMG|1VULN|2ASPD	14aCDMG|24ASPD|3RCR|4aBPWR|5RPLT|6aDMG|7VULN|8CGEN|9aLWND
663	54314 33231	   	162.29	ACR|2VULN|1AART|2CDMG|2ASPD	1aCDMG|2aASPD|3RCR|49VULN|5AART|68BEXP|7aFEWX|aBPWR
664	54314 33331	   	162.29	ACR|2VULN|1AART|2CDMG|2ASPD	1aCDMG|2aASPD|3RCR|49VULN|5AART|6BEXP|78aFEWX|aBPWR
665	51323 73841	   	162.29	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|4CGEN|5MBVNT|68AART|7DUR|9VULN|aDMG
666	62321 32526	   	162.28	DCR|3VULN|1AART|1DMG	1MLV|2DMG|348VULN|5DUST|6RCR|7TLV|9RCVC|aAART
667	42321 12622	   	162.25	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1LWND|2aAART|3RCR|4LHND|5VULN|6DUR|7DMG|8MLV|9ZMB
668	42321 42143	   	162.25	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1LWND|26AART|3RCR|4LHND|5VULN|7RMIN|8DMG|9ZMB|aDUR
669	42331 42143	   	162.25	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1LWND|26AART|3RCR|4FEWX|5VULN|7RMIN|8DMG|9ZMB|aDUR
670	42331 51143	   	162.25	ACR|2AART|1DMG|1VULN|1ZMB|1DUR	1LWND|27AART|3RCR|4FEWX|5VULN|6CGEN|8DMG|9ZMB|aDUR
671	13343 36114	   	162.24	DCR|2VULN|2AART|1CDMG|1ASPD|1DUR	1CGEN|2ASPD|38VULN|4CDMG|5MBVNT|6DUR|7RCR|9aAART
672	13358 36114	   	162.24	DCR|2VULN|2AART|1CDMG|1ASPD|1DUR	1CGEN|2ASPD|38VULN|4MBVNT|5CDMG|6DUR|7RCR|9aAART
673	54312 53123	   	162.22	ACR|2VULN|3CDMG|1DMG|1ASPD|1DUR	15aCDMG|2ASPD|3RCR|47VULN|6DMG|8DUR|9DUST
674	13321 44136	   	162.20	DCR|3VULN|2DMG|1ASPD	1aCGEN|2ASPD|34aVULN|5DUST|6RCR|7BELT|8ERES|9aDMG|aBPWR
675	15361 24133	   	162.19	ACR|2DMG|1AART|2CDMG|2ASPD	17CGEN|2DLOT|3RCR|47DMG|5AART|67ASPD|7BPWR|89CDMG|aRMIN
676	51611 33132	   	162.18	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|34VULN|5BEXP|6RCR|7AART|8DMG|9RCVC|aDMSP
677	51611 33133	   	162.18	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|34VULN|5BEXP|6RCR|7AART|8DMG|9RCVC|aLIT
678	51611 33134	   	162.18	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|34VULN|5BEXP|6RCR|7AART|8DMG|9RCVC|aCGEN
679	51621 33132	   	162.18	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|24TLV|34VULN|4BPWR|5BEXP|6RCR|7AART|8DMG|9RCVC|aDMSP
680	51621 33133	   	162.18	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|24TLV|34VULN|4BPWR|5BEXP|6RCR|7AART|8DMG|9RCVC|aLIT
681	51621 33134	   	162.18	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|24TLV|34VULN|4BPWR|5BEXP|6RCR|7AART|8DMG|9RCVC|aCGEN
682	51415 33133	   	162.18	DCR|2DMG|1AART|1VULN|1CDMG	1CDMG|2TLV|3LHND|4VULN|5DMSP|6RCR|7AART|8aDMG|9RCVC
683	54351 33211	   	162.17	ACR|1AART|1VULN|1DMG|2CDMG|2ASPD	14CDMG|24ASPD|3RCR|4BPWR|5BEXP|6RMIN|7VULN|8DUST|9AART|aDMG
684	33343 38114	   	162.14	DCR|2VULN|2AART|1CDMG|1DUR|1ASPD	1TLV|2ASPD|38VULN|4CDMG|5MBVNT|6DUR|7RCR|9aAART
685	33358 38114	   	162.14	DCR|2VULN|2AART|1CDMG|1DUR|1ASPD	1TLV|2ASPD|38VULN|4MBVNT|5CDMG|6DUR|7RCR|9aAART
686	62321 31451	   	162.10	DCR|3DMG|2VULN|1DUR	1MLV|29aDMG|34VULN|5DUST|6RCR|7DUR|8BELT
687	62321 34351	   	162.10	DCR|3DMG|2VULN|1DUR	1MLV|29aDMG|34VULN|5DUST|6RCR|7BELT|8DUR
688	62323 33451	   	162.10	DCR|3DMG|2VULN|1DUR	1MLV|29aDMG|34VULN|5DUR|6RCR|7DUST|8BELT
689	15361 24113	 * 	162.09	ACR|2DMG|1AART|3ASPD|1CDMG	17CGEN|2DLOT|3RCR|47DMG|5AART|67aASPD|7BPWR|8CDMG|9TLV
690	15361 24132	   	162.09	ACR|2DMG|1AART|2CDMG|2ASPD	17CGEN|2DLOT|3RCR|47DMG|5AART|67ASPD|7BPWR|89CDMG|aDUST
691	62342 23336	   	162.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MLV|2DMG|39VULN|4CDMG|5ZMB|68LWND|7AART|aRCR
692	54331 61231	   	162.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ASPD|3RCR|4ZMB|5LHND|6AART|7RMIN|8VULN|9CGEN|aDMG
693	51314 13141	   	161.98	ACR|2VULN|2DMG|1AART|1CDMG|1DUR|1MSE	1CDMG|2TLV|3RCR|46VULN|5DUR|7AART|8aDMG|9MSE
694	42332 13441	   	161.97	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2AART|3RCR|4FEWX|5CDMG|6LHND|79VULN|8ZMB|aDUR
695	42321 11514	   	161.97	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2AART|3RCR|4LHND|59VULN|6DUR|7LIT|8CDMG|aZMB
696	42331 11514	   	161.97	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2AART|3RCR|4FEWX|59VULN|6DUR|7LIT|8CDMG|aZMB
697	51331 66231	   	161.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2TLV|3RCR|4ZMB|5LHND|6AART|7ASPD|8VULN|9CGEN|aDMG
698	13563 52313	   	161.92	ACR|3VULN|2AART|1ASPD	15CGEN|2ASPD|3RCR|4ERES|6aAART|789VULN
699	42321 45123	   	161.89	ACR|2AART|2DMG|1VULN	1LWND|26AART|3RCR|4LHND|5VULN|79CGEN|8aDMG
700	42331 45123	   	161.89	ACR|2AART|2DMG|1VULN	1LWND|26AART|3RCR|4FEWX|5VULN|79CGEN|8aDMG
701	42321 42213	   	161.89	ACR|2AART|2VULN|1DMG	1LWND|26AART|3RCR|4LHND|58VULN|7RMIN|9CGEN|aDMG
702	42331 42213	   	161.89	ACR|2AART|2VULN|1DMG	1LWND|26AART|3RCR|4FEWX|58VULN|7RMIN|9CGEN|aDMG
703	42331 51123	   	161.89	ACR|2AART|2DMG|1VULN	1LWND|27AART|3RCR|4FEWX|5VULN|69CGEN|8aDMG
704	54331 31122	   	161.85	ACR|3CDMG|1AART|3ASPD|3DUR|1ZMB	178CDMG|278ASPD|3RCR|4ZMB|5LHND|678DUR|78BPWR|9AART|aFEWX
705	15365 22111	   	161.85	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2DLOT|3RCR|4DMG|5DUR|6AART|7VULN|8CDMG|9ZMB|aDUST
706	15365 22113	   	161.85	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2DLOT|3RCR|4DMG|5DUR|6AART|7VULN|8CDMG|9ZMB|aERES
707	22253 34251	   	161.82	ACR|3VULN|1AART|1CDMG|1ASPD	1aLHND|2AART|3aDUST|4ASPD|5RCR|6DMSP|7CDMG|89aVULN|aBPWR
708	22253 62621	   	161.82	ACR|3VULN|1AART|1CDMG|1ASPD	19aLHND|2AART|3aDUST|4ASPD|5RCR|6CDMG|78aVULN|aBPWR
709	13563 52322	   	161.82	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	15CGEN|2ASPD|3RCR|4ERES|6AART|78VULN|9DMG|aDUR
710	54333 31263	   	161.80	ACR|1VULN|1DMG|2CDMG|2ASPD|2DUR|1ZMB	17CDMG|27ASPD|3RCR|4ZMB|5FEWX|67DUR|7BPWR|8RPLT|9VULN|aDMG
711	42313 42631	   	161.79	ACR|2AART|2DMG|1VULN	1LWND|29AART|3RCR|46RPLT|5TLV|7VULN|8aDMG
712	42313 62631	   	161.79	ACR|2AART|2DMG|1VULN	16LWND|29AART|3RCR|4RPLT|5TLV|7VULN|8aDMG
713	42321 43134	   	161.79	ACR|2AART|2VULN|1DMG	1LWND|26AART|3RCR|4LHND|5aVULN|7SNIHEL|8DMG|9DMSP
714	42321 44213	   	161.79	ACR|2AART|2VULN|1DMG	1LWND|26AART|3RCR|4LHND|58VULN|7ERES|9CGEN|aDMG
715	42331 44213	   	161.79	ACR|2AART|2VULN|1DMG	1LWND|26AART|3RCR|4FEWX|58VULN|7ERES|9CGEN|aDMG
716	42343 24131	   	161.77	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1LWND|2AART|3RCR|4TLV|5ZMB|6DUR|7ERES|8aDMG|9CDMG
717	54331 31123	   	161.75	ACR|3CDMG|1AART|3ASPD|3DUR|1ZMB	178CDMG|278ASPD|3RCR|4ZMB|5LHND|678DUR|78BPWR|9AART|aDUST
718	22253 14251	   	161.72	ACR|3VULN|1AART|1CDMG|1ASPD	1aLHND|2AART|36aDUST|4ASPD|5RCR|7CDMG|89aVULN|aBPWR
719	22253 62242	   	161.72	ACR|3VULN|1AART|1CDMG|1ASPD	1LHND|2AART|3DUST|4ASPD|5RCR|6CDMG|79aVULN|8BEXP
720	22253 62612	   	161.72	ACR|3VULN|1AART|1CDMG|1ASPD	1LHND|2AART|3DUST|4ASPD|5RCR|6CDMG|78aVULN|9FEWX
721	51342 11124	   	161.72	ACR|3VULN|1AART|1CDMG|1DUR	1CDMG|2TLV|3RCR|4LHND|5BEXP|678VULN|9DUR|aAART
722	51344 11131	   	161.72	ACR|3VULN|1AART|1CDMG|1DUR	1CDMG|2TLV|3RCR|49LHND|5DUR|678VULN|aAART
723	51354 11111	   	161.72	ACR|3VULN|1AART|1CDMG|1DUR	1CDMG|2TLV|3RCR|49LWND|5DUR|678VULN|aAART
724	51342 22211	   	161.70	ACR|3DMG|1AART|2CDMG	17CDMG|27TLV|3RCR|4LHND|5BEXP|67aDMG|7BPWR|8DUST|9AART
725	42313 52611	   	161.69	ACR|2AART|2DMG|1VULN	1LWND|26AART|3RCR|4RPLT|59TLV|7VULN|8aDMG
726	42331 43136	   	161.69	ACR|2AART|2VULN|1DMG	1LWND|26AART|3RCR|4FEWX|5aVULN|7SNIHEL|8DMG|9LEGI
727	22133 66131	   	161.68	ACR|2AART|2DMG|1CDMG|1ZMB	1LHND|28AART|3LWND|4ZMB|5RCR|6aDMG|7BEXP|9CDMG
728	22423 61431	   	161.68	ACR|2AART|2DMG|1CDMG|1ZMB	1LHND|27AART|3ZMB|4FEWX|5RCR|6aDMG|8LWND|9CDMG
729	22423 61531	   	161.68	ACR|2AART|2DMG|1CDMG|1ZMB	1LHND|27AART|3ZMB|4FEWX|5RCR|6aDMG|8BEXP|9CDMG
730	54353 13123	   	161.67	ACR|1AART|1DMG|2CDMG|1VULN|2ASPD	14CDMG|24ASPD|3RCR|4BPWR|5RPLT|6DMG|7VULN|8CGEN|9LIT|aAART
731	62323 32231	   	161.66	DCR|2VULN|2DMG|1AART|1CDMG|1DUR|1MSE	1MLV|2aDMG|34VULN|5DUR|6RCR|7AART|8MSE|9CDMG
732	51314 11114	   	161.62	ACR|3VULN|1AART|1CDMG|1DUR	1CDMG|2TLV|3RCR|468VULN|5DUR|7DUST|9LWND|aAART
733	51314 11134	   	161.62	ACR|3VULN|1AART|1CDMG|1DUR	1CDMG|2TLV|3RCR|468VULN|5DUR|7DUST|9LHND|aAART
734	51342 32161	   	161.59	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|4LHND|5BEXP|6AART|79VULN|8LIT|aDMG
735	51342 32631	   	161.59	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|4LHND|5BEXP|6AART|78VULN|9CGEN|aDMG
736	51352 32161	   	161.59	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|4LWND|5BEXP|6AART|79VULN|8LIT|aDMG
737	51352 32631	   	161.59	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|4LWND|5BEXP|6AART|78VULN|9CGEN|aDMG
738	22233 62241	   	161.58	ACR|2AART|2VULN|1CDMG|1ZMB	1LHND|2aAART|3DUST|4ZMB|5RCR|6CDMG|79VULN|8BEXP
739	22233 62611	   	161.58	ACR|2AART|2VULN|1CDMG|1ZMB	1LHND|2aAART|3DUST|4ZMB|5RCR|6CDMG|78VULN|9FEWX
740	22133 15364	   	161.58	ACR|2AART|2VULN|1CDMG|1ZMB	1LHND|29AART|3LWND|4ZMB|5RCR|6DUST|7aVULN|8CDMG
741	15361 12621	   	161.58	ACR|2AART|1VULN|1DMG|2DUR|1ASPD	1CGEN|2DLOT|3RCR|4DMG|5aAART|69DUR|7VULN|8ASPD
742	22461 22151	   	161.57	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1LHND|25AART|3ZMB|4DMG|6ASPD|7VULN|8DUR|9RCR|aRPLT
743	22461 22152	   	161.57	DCR|2AART|1DMG|1VULN|1ZMB|1ASPD|1DUR	1LHND|25AART|3ZMB|4DMG|6ASPD|7VULN|8DUR|9RCR|aLWND
744	22461 22153	   	161.57	DCR|2AART|1DMG|1VULN|1ZMB|1ASPD|1DUR	1LHND|25AART|3ZMB|4DMG|6ASPD|7VULN|8DUR|9RCR|aCGEN
745	15362 22136	   	161.49	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2DLOT|3RCR|4aDMG|5DUST|6AART|7VULN|8CDMG|9LWND
746	15362 22161	   	161.49	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2DLOT|3RCR|49DMG|5DUST|6AART|7VULN|8CDMG|aFEWX
747	51311 61121	   	161.49	ACR|2DMG|1AART|1VULN|1CDMG	1CDMG|2TLV|3RCR|4VULN|5NUKE|6AART|7RMIN|8aDMG|9FEWX
748	51311 61141	   	161.49	ACR|2DMG|1AART|1VULN|1CDMG	1CDMG|2TLV|3RCR|4VULN|5NUKE|6AART|7RMIN|8aDMG|9BEXP
749	51311 61151	   	161.49	ACR|2DMG|1AART|1VULN|1CDMG	1CDMG|2TLV|3RCR|4VULN|5NUKE|6AART|7RMIN|8aDMG|9LWND
750	51311 63321	   	161.49	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|47VULN|5NUKE|6AART|8BEXP|9FEWX|aDMG
751	51311 63351	   	161.49	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|47VULN|5NUKE|6AART|8BEXP|9LWND|aDMG
752	51311 63421	   	161.49	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|47VULN|5NUKE|6AART|8LHND|9FEWX|aDMG
753	51323 71141	   	161.49	ACR|2DMG|1AART|1VULN|1CDMG	1CDMG|2TLV|3RCR|4CGEN|5MBVNT|6AART|7RMIN|8aDMG|9VULN
754	51311 64331	   	161.49	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|49VULN|5NUKE|6AART|7FEWX|8LWND|aDMG
755	42322 31135	   	161.49	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB	1LWND|2AART|3RCR|4LHND|5CDMG|69RCVC|7ZMB|8DMG|aVULN
756	42321 52253	   	161.45	ACR|2VULN|1AART|1DMG|1ZMB	17LWND|2AART|3RCR|4LHND|58VULN|6CGEN|9ZMB|aDMG
757	42331 52253	   	161.45	ACR|2VULN|1AART|1DMG|1ZMB	17LWND|2AART|3RCR|4FEWX|58VULN|6CGEN|9ZMB|aDMG
758	54311 11214	   	161.43	ACR|2VULN|1DMG|2CDMG|2DUR|1ASPD|1SELL	1aCDMG|2ASPD|3RCR|4aVULN|5SELL|6DMG|7MBVNT|8FEWX|9aDUR|aBPWR
759	51331 64331	   	161.42	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	18CDMG|28TLV|3RCR|4ZMB|5LHND|6AART|78FEWX|8BPWR|9VULN|aDMG
760	51311 63221	   	161.39	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|47VULN|5NUKE|6AART|8DUST|9FEWX|aDMG
761	51311 63241	   	161.39	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|47VULN|5NUKE|6AART|8DUST|9BEXP|aDMG
762	51311 63251	   	161.39	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|47VULN|5NUKE|6AART|8DUST|9LWND|aDMG
763	62321 33112	   	161.38	DCR|3VULN|1AART|1DMG	1MLV|2DMG|348VULN|5DUST|6RCR|7RPLT|9AART|aCGEN
764	62321 33116	   	161.38	DCR|3VULN|1AART|1DMG	1MLV|2DMG|348VULN|5DUST|6RCR|7RPLT|9AART|aLWND
765	13546 33211	   	161.38	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1CGEN|2ASPD|3RCR|4CDMG|56DUR|7VULN|8DUST|9AART|aDMG
766	54326 33211	   	161.38	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1CDMG|2ASPD|3RCR|4CGEN|56DUR|7VULN|8DUST|9AART|aDMG
767	62243 35414	   	161.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MLV|2DMG|3BEXP|4CDMG|5MBVNT|67VULN|8AART|9ZMB|aRCR
768	62343 25414	   	161.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MLV|2DMG|37VULN|4CDMG|5MBVNT|6BEXP|8AART|9ZMB|aRCR
769	13542 23241	   	161.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|2ASPD|3RCR|4CDMG|5ZMB|6LWND|7AART|8VULN|9ERES|aDMG
770	33542 23231	   	161.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1TLV|2ASPD|3RCR|4CDMG|5ZMB|6LWND|7AART|8VULN|9CGEN|aDMG
771	54322 23241	   	161.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ASPD|3RCR|4CGEN|5ZMB|6LWND|7AART|8VULN|9ERES|aDMG
772	54335 23231	   	161.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ASPD|3RCR|4ZMB|5TLV|6LWND|7AART|8VULN|9CGEN|aDMG
773	51311 63142	   	161.29	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|47VULN|5NUKE|6AART|8LSRREG|9VENICY|aDMG
774	62321 33114	   	161.28	DCR|3VULN|1AART|1DMG	1MLV|2DMG|348VULN|5aDUST|6RCR|7RPLT|9AART
775	62321 33115	   	161.28	DCR|3VULN|1AART|1DMG	1MLV|2DMG|348VULN|5DUST|6RCR|7RPLT|9AART|aERES
776	16321 43111	   	161.28	DCR|3VULN|1AART|1DMG	1CGEN|2NUKE|348VULN|5DUST|6RCR|7RPLT|9AART|aDMG
777	66321 43111	   	161.28	DCR|3VULN|1AART|1DMG	1MLV|2NUKE|348VULN|5DUST|6RCR|7RPLT|9AART|aDMG
778	33546 33211	   	161.28	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1TLV|2ASPD|3RCR|4CDMG|56DUR|7VULN|8DUST|9AART|aDMG
779	54333 31131	   	161.25	ACR|3CDMG|1AART|3ASPD|3DUR|1ZMB	178CDMG|278ASPD|3RCR|4ZMB|5FEWX|678DUR|78BPWR|9BEXP|aAART
780	33542 23241	   	161.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1TLV|2ASPD|3RCR|4CDMG|5ZMB|6LWND|7AART|8VULN|9ERES|aDMG
781	22314 21613	 * 	161.24	DCR|2AART|1VULN|1DMG|1FLTHEA|1ZMB	1LHND|28AART|3ERES|4LIT|5VULN|6FLTHEA|7ZMB|9RCR|aDMG
782	22355 21613	   	161.24	DCR|2AART|1VULN|1DMG|1FLTHEA|1ZMB	1LHND|28AART|3ERES|4VULN|5LIT|6FLTHEA|7ZMB|9RCR|aDMG
783	54312 23252	   	161.22	ACR|2VULN|1AART|2CDMG|1DUR|1ASPD	15CDMG|2ASPD|3RCR|48VULN|6LWND|7AART|9RPLT|aDUR
784	33551 32742	   	161.22	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	18TLV|2ASPD|3RCR|4MBVNT|58MLV|68VULN|7AART|8BPWR|9DMG|aDUR
785	33521 22742	   	161.22	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	18TLV|2ASPD|3RCR|48VULN|58MLV|6MBVNT|7AART|8BPWR|9DMG|aDUR
786	51315 23162	   	161.17	ACR|2AART|1VULN|1DMG|2CDMG	19CDMG|2TLV|3RCR|4VULN|5DMSP|6LWND|7aAART|8DMG
787	54331 31131	   	161.15	ACR|3CDMG|1AART|3ASPD|3DUR|1ZMB	178CDMG|278ASPD|3RCR|4ZMB|5LHND|678DUR|78BPWR|9DUST|aAART
788	54331 31152	   	161.15	ACR|3CDMG|1AART|3ASPD|3DUR|1ZMB	178CDMG|278ASPD|3RCR|4ZMB|5LHND|678DUR|78BPWR|9ERES|aAART
789	15361 12611	   	161.13	ACR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1CGEN|2DLOT|3RCR|4DMG|5AART|6aDUR|7VULN|8ASPD|9ZMB
790	51316 12121	   	161.10	ACR|3VULN|1AART|2CDMG	16CDMG|2TLV|3RCR|458VULN|7LWND|9BEXP|aAART
791	51316 12141	   	161.10	ACR|3VULN|1AART|2CDMG	16CDMG|2TLV|3RCR|458VULN|7LWND|9MGNSTR|aAART
792	51316 12151	   	161.10	ACR|3VULN|1AART|2CDMG	16CDMG|2TLV|3RCR|458VULN|7LWND|9FEWX|aAART
793	63246 22123	 * 	161.10	DCR|3DMG|1VULN|1CDMG|2DUR|1ASPD	17MLV|27DUR|3ASPD|4CDMG|567DMG|7BPWR|8VULN|9BEXP|aRCR
794	54315 13321	   	161.09	ACR|2VULN|1AART|2CDMG|2ASPD	1aCDMG|2aASPD|3RCR|46VULN|59LHND|7AART|8aLWND|aBPWR
795	33543 15431	   	161.09	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1TLV|2ASPD|3RCR|4CDMG|5MBVNT|6LWND|7VULN|89AART|aDMG
796	51323 35431	   	161.09	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|4CGEN|5MBVNT|6DUR|7VULN|89AART|aDMG
797	26233 51633	   	161.04	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1LHND|2FLTHEA|3ERES|4DMG|5CDMG|6VULN|7ZMB|8RCR|9LWND|aAART
798	54332 33241	   	161.03	ACR|2VULN|1AART|2ZMB|1CDMG|1ASPD	1CDMG|2ASPD|3RCR|45ZMB|67VULN|8CGEN|9MGNSTR|aAART
799	13323 42611	   	161.00	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	1CGEN|29ASPD|34VULN|5DUR|6RCR|7AART|8BASHEA|aCDMG
800	51312 13111	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|46VULN|5BEXP|7AART|8DMG|9aRPLT
801	51312 13122	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|46VULN|5BEXP|7AART|8DMG|9FEWX|aCGEN
802	51312 13125	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|46VULN|5BEXP|7AART|8DMG|9FEWX|aLIT
803	51312 13126	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|46VULN|5aBEXP|7AART|8DMG|9FEWX
804	51312 13152	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|46VULN|5BEXP|7AART|8DMG|9LWND|aCGEN
805	51312 13155	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|46VULN|5BEXP|7AART|8DMG|9LWND|aLIT
